m,TagName,
"2016-11-01 00:00:00","java","15644"
"2016-11-01 00:00:00","javascript","20516"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11943"
"2016-11-01 00:00:00","python","14178"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4363"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2796"
"2016-12-01 00:00:00","c#","10685"
"2016-12-01 00:00:00","c++","5226"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13842"
"2016-12-01 00:00:00","javascript","19800"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13046"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3930"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11696"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14565"
"2017-01-01 00:00:00","javascript","21399"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12618"
"2017-01-01 00:00:00","python","14269"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4338"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11487"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14560"
"2017-02-01 00:00:00","javascript","21182"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12496"
"2017-02-01 00:00:00","python","14771"
"2017-02-01 00:00:00","r","3678"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4058"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2969"
"2017-03-01 00:00:00","c#","12989"
"2017-03-01 00:00:00","c++","6221"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17306"
"2017-03-01 00:00:00","javascript","23710"
"2017-03-01 00:00:00","perl","411"
"2017-03-01 00:00:00","php","14048"
"2017-03-01 00:00:00","python","17121"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4614"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2852"
"2017-04-01 00:00:00","c#","11088"
"2017-04-01 00:00:00","c++","5875"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15926"
"2017-04-01 00:00:00","javascript","21229"
"2017-04-01 00:00:00","perl","370"
"2017-04-01 00:00:00","php","12409"
"2017-04-01 00:00:00","python","15641"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3914"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11975"
"2017-05-01 00:00:00","c++","5300"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16336"
"2017-05-01 00:00:00","javascript","22386"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13033"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4316"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4095"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11300"
"2017-06-01 00:00:00","c++","4688"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14621"
"2017-06-01 00:00:00","javascript","21570"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11744"
"2017-06-01 00:00:00","python","16018"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4198"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2049"
"2017-07-01 00:00:00","c#","11202"
"2017-07-01 00:00:00","c++","5022"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14140"
"2017-07-01 00:00:00","javascript","21606"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11770"
"2017-07-01 00:00:00","python","16906"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4348"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2044"
"2017-08-01 00:00:00","c#","10951"
"2017-08-01 00:00:00","c++","4787"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13750"
"2017-08-01 00:00:00","javascript","21341"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11636"
"2017-08-01 00:00:00","python","16456"
"2017-08-01 00:00:00","r","4569"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4470"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12750"
"2017-09-01 00:00:00","javascript","18989"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10686"
"2017-09-01 00:00:00","python","15445"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3768"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2783"
"2017-10-01 00:00:00","c#","10235"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14007"
"2017-10-01 00:00:00","javascript","19858"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10821"
"2017-10-01 00:00:00","python","16934"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3900"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2950"
"2017-11-01 00:00:00","c#","9794"
"2017-11-01 00:00:00","c++","5035"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14174"
"2017-11-01 00:00:00","javascript","19406"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10592"
"2017-11-01 00:00:00","python","16966"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3666"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2195"
"2017-12-01 00:00:00","c#","8610"
"2017-12-01 00:00:00","c++","4458"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11975"
"2017-12-01 00:00:00","javascript","16973"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9125"
"2017-12-01 00:00:00","python","14936"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2216"
"2018-01-01 00:00:00","c#","9374"
"2018-01-01 00:00:00","c++","4756"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12345"
"2018-01-01 00:00:00","javascript","18899"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10110"
"2018-01-01 00:00:00","python","16239"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1161"
"2018-01-01 00:00:00","swift","3744"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2144"
"2018-02-01 00:00:00","c#","8580"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12028"
"2018-02-01 00:00:00","javascript","17215"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9117"
"2018-02-01 00:00:00","python","16302"
"2018-02-01 00:00:00","r","4502"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3406"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2467"
"2018-03-01 00:00:00","c#","9792"
"2018-03-01 00:00:00","c++","5183"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13563"
"2018-03-01 00:00:00","javascript","19149"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9825"
"2018-03-01 00:00:00","python","17903"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4053"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2186"
"2018-04-01 00:00:00","c#","9235"
"2018-04-01 00:00:00","c++","4664"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13488"
"2018-04-01 00:00:00","javascript","17954"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8925"
"2018-04-01 00:00:00","python","16971"
"2018-04-01 00:00:00","r","4732"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2367"
"2018-05-01 00:00:00","c#","9927"
"2018-05-01 00:00:00","c++","4686"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13474"
"2018-05-01 00:00:00","javascript","18062"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9460"
"2018-05-01 00:00:00","python","17565"
"2018-05-01 00:00:00","r","4734"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3618"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11790"
"2018-06-01 00:00:00","javascript","17180"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8428"
"2018-06-01 00:00:00","python","16802"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3144"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9404"
"2018-07-01 00:00:00","c++","3915"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11753"
"2018-07-01 00:00:00","javascript","17796"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8546"
"2018-07-01 00:00:00","python","17930"
"2018-07-01 00:00:00","r","4405"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3672"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9480"
"2018-08-01 00:00:00","c++","3902"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11300"
"2018-08-01 00:00:00","javascript","17846"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8468"
"2018-08-01 00:00:00","python","17718"
"2018-08-01 00:00:00","r","4105"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3572"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10719"
"2018-09-01 00:00:00","javascript","16005"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7651"
"2018-09-01 00:00:00","python","15987"
"2018-09-01 00:00:00","r","3758"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","swift","3141"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9330"
"2018-10-01 00:00:00","c++","4310"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","792"
"2018-10-01 00:00:00","java","12492"
"2018-10-01 00:00:00","javascript","17401"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8153"
"2018-10-01 00:00:00","python","18132"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3271"
"2018-11-01 00:00:00","assembly","302"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8472"
"2018-11-01 00:00:00","c++","4343"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11702"
"2018-11-01 00:00:00","javascript","16163"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7072"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4232"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2979"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2193"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3557"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10440"
"2018-12-01 00:00:00","javascript","14261"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6194"
"2018-12-01 00:00:00","python","15719"
"2018-12-01 00:00:00","r","3399"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2286"
"2019-01-01 00:00:00","c#","8745"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","659"
"2019-01-01 00:00:00","java","11018"
"2019-01-01 00:00:00","javascript","16007"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7169"
"2019-01-01 00:00:00","python","16933"
"2019-01-01 00:00:00","r","3945"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2055"
"2019-02-01 00:00:00","c#","8351"
"2019-02-01 00:00:00","c++","3733"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10989"
"2019-02-01 00:00:00","javascript","15683"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7275"
"2019-02-01 00:00:00","python","17507"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2685"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2381"
"2019-03-01 00:00:00","c#","8954"
"2019-03-01 00:00:00","c++","4423"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12038"
"2019-03-01 00:00:00","javascript","17312"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7779"
"2019-03-01 00:00:00","python","19888"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2950"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9120"
"2019-04-01 00:00:00","c++","4375"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11159"
"2019-04-01 00:00:00","javascript","16158"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7150"
"2019-04-01 00:00:00","python","19808"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3078"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2093"
"2019-05-01 00:00:00","c#","9019"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11092"
"2019-05-01 00:00:00","javascript","16133"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6944"
"2019-05-01 00:00:00","python","18884"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7601"
"2019-06-01 00:00:00","c++","3641"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9631"
"2019-06-01 00:00:00","javascript","14801"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6003"
"2019-06-01 00:00:00","python","17221"
"2019-06-01 00:00:00","r","3947"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1754"
"2019-07-01 00:00:00","c#","8441"
"2019-07-01 00:00:00","c++","4260"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10824"
"2019-07-01 00:00:00","javascript","16138"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6651"
"2019-07-01 00:00:00","python","19740"
"2019-07-01 00:00:00","r","4203"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3036"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1551"
"2019-08-01 00:00:00","c#","7703"
"2019-08-01 00:00:00","c++","3290"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9083"
"2019-08-01 00:00:00","javascript","15212"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5805"
"2019-08-01 00:00:00","python","18026"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7840"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9670"
"2019-09-01 00:00:00","javascript","14876"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5563"
"2019-09-01 00:00:00","python","16869"
"2019-09-01 00:00:00","r","3938"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2553"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8405"
"2019-10-01 00:00:00","c++","4838"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","635"
"2019-10-01 00:00:00","java","11205"
"2019-10-01 00:00:00","javascript","15967"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6054"
"2019-10-01 00:00:00","python","20435"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3096"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2514"
"2019-11-01 00:00:00","c#","8017"
"2019-11-01 00:00:00","c++","4729"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10321"
"2019-11-01 00:00:00","javascript","15743"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6076"
"2019-11-01 00:00:00","python","20598"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2878"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2147"
"2019-12-01 00:00:00","c#","7205"
"2019-12-01 00:00:00","c++","4201"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9035"
"2019-12-01 00:00:00","javascript","14305"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5227"
"2019-12-01 00:00:00","python","18106"
"2019-12-01 00:00:00","r","3740"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7808"
"2020-01-01 00:00:00","c++","4235"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","649"
"2020-01-01 00:00:00","java","9961"
"2020-01-01 00:00:00","javascript","16020"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5897"
"2020-01-01 00:00:00","python","19967"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2899"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1981"
"2020-02-01 00:00:00","c#","7718"
"2020-02-01 00:00:00","c++","4095"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10045"
"2020-02-01 00:00:00","javascript","15737"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5681"
"2020-02-01 00:00:00","python","20041"
"2020-02-01 00:00:00","r","4683"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2761"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7788"
"2020-03-01 00:00:00","c++","4645"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11055"
"2020-03-01 00:00:00","javascript","17573"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5663"
"2020-03-01 00:00:00","python","22700"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2911"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3252"
"2020-04-01 00:00:00","c#","8580"
"2020-04-01 00:00:00","c++","6229"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12629"
"2020-04-01 00:00:00","javascript","20903"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6638"
"2020-04-01 00:00:00","python","27638"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3453"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8596"
"2020-05-01 00:00:00","c++","6419"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","752"
"2020-05-01 00:00:00","java","12026"
"2020-05-01 00:00:00","javascript","21480"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6533"
"2020-05-01 00:00:00","python","29457"
"2020-05-01 00:00:00","r","6014"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3524"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2594"
"2020-06-01 00:00:00","c#","7901"
"2020-06-01 00:00:00","c++","5631"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10835"
"2020-06-01 00:00:00","javascript","19837"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5932"
"2020-06-01 00:00:00","python","27121"
"2020-06-01 00:00:00","r","5435"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3167"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2099"
"2020-07-01 00:00:00","c#","7821"
"2020-07-01 00:00:00","c++","5170"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10449"
"2020-07-01 00:00:00","javascript","19900"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5949"
"2020-07-01 00:00:00","python","26274"
"2020-07-01 00:00:00","r","4941"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2991"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1897"
"2020-08-01 00:00:00","c#","7073"
"2020-08-01 00:00:00","c++","4784"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","710"
"2020-08-01 00:00:00","java","9318"
"2020-08-01 00:00:00","javascript","18058"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4993"
"2020-08-01 00:00:00","python","23067"
"2020-08-01 00:00:00","r","4497"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2685"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2163"
"2020-09-01 00:00:00","c#","6463"
"2020-09-01 00:00:00","c++","3926"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","730"
"2020-09-01 00:00:00","java","8952"
"2020-09-01 00:00:00","javascript","16781"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4784"
"2020-09-01 00:00:00","python","21768"
"2020-09-01 00:00:00","r","4761"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2573"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2383"
"2020-10-01 00:00:00","c#","6202"
"2020-10-01 00:00:00","c++","4335"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8950"
"2020-10-01 00:00:00","javascript","16444"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4590"
"2020-10-01 00:00:00","python","22823"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2346"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2706"
"2020-11-01 00:00:00","c#","5986"
"2020-11-01 00:00:00","c++","4330"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8500"
"2020-11-01 00:00:00","javascript","15548"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4632"
"2020-11-01 00:00:00","python","22218"
"2020-11-01 00:00:00","r","4807"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","298"
